species,date,plant,tissue type,HCN
P.auriculata,9/18/15,AUR SP1 plant B #2,new leaf,0.07362
P.auriculata,9/18/15,AUR SP1 plant B #4,new leaf,0.09596
P.auriculata,9/18/15,AUR SP1 plant B M,mature leaf,0.08613
P.auriculata,9/19/15,AUR SP4N PLANT A checked,new leaf,0.11895
P.auriculata,9/19/15,AUR SP4N PLANT A checked,new leaf,0.13558
P.auriculata,9/19/15,AUR SP4N PLANT A checked,mature leaf,0.09933
P.auriculata,9/19/15,AUR SP4N PLANT A checked,new leaf,0.09969
P.auriculata,9/19/15,AUR SP4N PLANT A checked,new leaf,0.13282
P.auriculata,9/19/15,AUR SP4N PLANT A checked,mature leaf,0.06797
P.auriculata,9/19/15,AUR SP4N PLANT A checked,new leaf,0.84029
P.auriculata,9/19/15,AUR SP4N PLANT A checked,new leaf,0.34877
P.auriculata,9/19/15,AUR SP4N PLANT A checked,mature leaf,0.125
P.auriculata,9/20/15,AUR SAZ 1100 ground#2 few holes,new leaf,0.261
P.auriculata,9/20/15,AUR SAZ 1100 ground#4 few holes,new leaf,0.15615
P.auriculata,9/20/15,AUR SAZ 1100 ground M few holes,mature leaf,0.11541
P.auriculata,9/20/15,AUR SAZ 1100 ground#2 few holes,new leaf,0.09344
P.auriculata,9/20/15,AUR SAZ 1100 ground#4 few holes,new leaf,0.09452
P.auriculata,9/20/15,AUR SAZ 1100 ground M few holes,mature leaf,0.0924
P.auriculata,9/20/15,AUR SAZ 1100 ground#2 few holes,new leaf,0.02804
P.auriculata,9/20/15,AUR SAZ 1100 ground#4 few holes,new leaf,0.04226
P.auriculata,9/20/15,AUR SAZ 1100 ground#M few holes,mature leaf,0.1008
P.auriculata,9/20/15,AUR SAZ 1100 up high FL few holes #2,new leaf,0.39178
P.auriculata,9/20/15,AUR SAZ 1100 up high FL few holes #4,new leaf,0.54539
P.auriculata,9/20/15,AUR SAZ 1100 up high FL few holes #8,mature leaf,0.65517
P.auriculata,9/20/15,AUR SAZ 1100 up high FL few holes #2,new leaf,0.058
P.auriculata,9/20/15,AUR SAZ 1100 up high FL few holes #4,new leaf,0.49231
P.auriculata,9/20/15,AUR SAZ 1100 up high FL few holes #8,mature leaf,0.0802
P.auriculata,9/21/15,AUR SP4n few holes small lvs brA conn.,new leaf,0.46745
P.auriculata,9/21/15,AUR SP4n few holes small lvs brA conn.,new leaf,0.13283
P.auriculata,9/21/15,AUR SP4n few holes small lvs brA conn.,new leaf,0.43863
P.auriculata,9/21/15,AUR SP4n few holes small lvs brA conn.,new leaf,0.09969
P.auriculata,9/21/15,AUR SP4n few holes small lvs brA conn.,new leaf,0.03699
P.auriculata,9/21/15,AUR SP4n few holes small lvs brA conn.,new leaf,0.17742
P.auriculata,9/21/15,"AUR SP4n few holes med lvs, mature br B maybe connected",mature leaf,0.013
P.auriculata,9/21/15,"AUR SP4n few holes med lvs, mature br B maybe connected",mature leaf,0.01499
P.auriculata,9/21/15,"AUR SP4n few holes med lvs, mature br B maybe connected",mature leaf,0.008
P.auriculata,9/21/15,"AUR SP4n few holes med lvs, mature br B maybe connected",mature leaf,0.09081
P.auriculata,9/21/15,"AUR SP4n few holes med lvs, mature br B maybe connected",mature leaf,0.06716
P.auriculata,9/21/15,"AUR SP4n few holes med lvs, mature br B maybe connected",mature leaf,0.07562
P.auriculata,9/22/15,AURLa Flaminia x Highway br #1,new leaf,0.05145
P.auriculata,9/22/15,AURLa Flaminia x Highway br #1,new leaf,0.18897
P.auriculata,9/22/15,AURLa Flaminia x Highway br #1,new leaf,0.14657
P.auriculata,9/22/15,AURLa Flaminia x Highway br #2,new leaf,0.01748
P.auriculata,9/22/15,AURLa Flaminia x Highway br #2,new leaf,0.27273
P.auriculata,9/22/15,AURLa Flaminia x Highway br #2,new leaf,0.2227
P.auriculata,9/22/15,AURLa Flaminia x Highway br #3 holey,new leaf,0.04889
P.auriculata,9/22/15,AURLa Flaminia x Highway br #3 holey,new leaf,0.32432
P.auriculata,9/22/15,AURLa Flaminia x Highway br #3 holey,new leaf,0.16044
P.auriculata,9/22/15,AURLa Flaminia x Highway br #4 few holes,new leaf,0.20229
P.auriculata,9/22/15,AURLa Flaminia x Highway br #4 few holes,new leaf,0.26422
P.auriculata,9/22/15,AURLa Flaminia x Highway br #4 few holes,mature leaf,0.16874
P.auriculata,9/22/15,AURLa Flaminia x Highway br #5 few holes,mature leaf,0.04652
P.auriculata,9/22/15,AURLa Flaminia x Highway br #5 few holes,mature leaf,0.06577
P.auriculata,9/22/15,AURLa Flaminia x Highway br #5 few holes,mature leaf,0.07878
P.ambigua,9/27/15,AMB STR 96s br1  #1,mature leaf,0.033
P.ambigua,9/27/15,AMB STR 96s br1 #3,mature leaf,0.08047
P.ambigua,9/27/15,AMB STR 96s br1 #9,mature leaf,0.12467
P.ambigua,9/27/15,AMB STR 96s br2 #2,new leaf,0.49434
P.ambigua,9/27/15,AMB STR 96s br2 #4,new leaf,0.07945
P.ambigua,9/27/15,AMB STR 96s br2 #10,mature leaf,0.39678
P.ambigua,9/27/15,AMB STR 96s br3 #2,new leaf,0.35837
P.ambigua,9/27/15,AMB STR 96s br3 #4,new leaf,0.25473
P.ambigua,9/27/15,AMB STR 96s br3 M,mature leaf,0.67741
P.ambigua,9/27/15,AMB STR 96s br4 #2,new leaf,0.28635
P.ambigua,9/27/15,AMB STR 96s br4 #4,new leaf,0.34583
P.ambigua,9/27/15,AMB STR 96s br4 M,mature leaf,0.07646
P.ambigua,9/27/15,AMB STR 96s br5 #2,new leaf,0.15588
P.ambigua,9/27/15,AMB STR 96s br5 #4,new leaf,0.16867
P.ambigua,9/27/15,AMB STR 96s br5 M,mature leaf,0.2374
P.ambigua,9/27/15,AMB STR 96s br6 #2,new leaf,0.23169
P.ambigua,9/27/15,AMB STR 96s br6 #4,new leaf,0.20059
P.ambigua,9/27/15,AMB STR 96s br6 #12,mature leaf,0.10701
P.ambigua,9/28/15,AMB garden br1 #4,new leaf,0.1153
P.ambigua,9/28/15,AMB garden br1 #9,new leaf,0.42636
P.ambigua,9/28/15,AMB garden br1 #24,mature leaf,0.26386
P.ambigua,9/28/15,AMB garden br2 #4,new leaf,0.04083
P.ambigua,9/28/15,AMB garden br2  #10,new leaf,0.26371
P.ambigua,9/28/15,AMB garden br2 #24,mature leaf,0.25919
P.ambigua,9/28/15,AMB garden br3 #4,new leaf,0.09192
P.ambigua,9/28/15,AMB garden br3 #10,new leaf,0.50304
P.ambigua,9/28/15,AMB garden br3 #23,mature leaf,0.49409
P.ambigua,9/28/15,AMB garden br4 #4,new leaf,0.05093
P.ambigua,9/28/15,AMB garden br4 #10,new leaf,0.29706
P.ambigua,9/28/15,AMB garden br4 #21,mature leaf,0.511
P.ambigua,9/28/15,AMB garden br5 #4,new leaf,0.05829
P.ambigua,9/28/15,AMB garden br5 #10,new leaf,0.30571
P.ambigua,9/28/15,AMB garden br5 #24,mature leaf,0.32294
P.ambigua,9/28/15,AMB lab powerline br1 #2,new leaf,0.37417
P.ambigua,9/28/15,AMB lab powerline br1 #4,new leaf,0.96934
P.ambigua,9/28/15,AMB lab powerline br1 #10,mature leaf,0.17545
P.ambigua,9/28/15,AMB lab powerline br2 #2,new leaf,2.80333
P.ambigua,9/28/15,AMB lab powerline br2 #6,new leaf,2.52596
P.ambigua,9/28/15,AMB lab powerline br2#15,mature leaf,0.9161
P.ambigua,9/30/15,AMB lab powerline br2 #1,new leaf,2.17883
P.ambigua,9/30/15,AMB lab powerline br2 #2 gentle crush,new leaf,1.29727
P.ambigua,9/30/15,AMB lab powerline br2 #2 hard crush,new leaf,2.69205
P.ambigua,9/30/15,AMB lab powerline br2 #3,new leaf,1.17956
P.ambigua,9/30/15,AMB lab powerline br2 #0,new leaf,1.7545
P.ambigua,9/30/15,AMB lab powerline br2 #1 base,new leaf,3.44161
P.ambigua,9/30/15,AMB lab powerline br2 #1 sidea,new leaf,3.42925
P.ambigua,9/30/15,AMB lab powerline br2 #1 sideb,new leaf,4.26528
P.ambigua,10/1/15,AMB garden br1 #0,new leaf,0.03038
P.ambigua,10/1/15,AMB garden br2 #0,new leaf,0.08861
P.ambigua,10/1/15,AMB garden br4 #1,new leaf,0.05145
P.ambigua,10/1/15,AMB garden leftovers of previous 4,new leaf,0.17813
P.ambigua,10/1/15,AMB SP1w br1 #2,new leaf,1.18723
P.ambigua,10/1/15,AMB SP1w br1 #4,new leaf,2.58705
P.ambigua,10/1/15,AMB SP1w br1 #12,new leaf,0.8759
P.ambigua,10/1/15,AMB SP1w br2 #2,new leaf,2.32
P.ambigua,10/1/15,AMB SP1w br2 #4,new leaf,2.9
P.ambigua,10/1/15,AMB SP1w br2 #8,old leaf,0.40972
P.ambigua,10/1/15,AMB SP1w br3 #1,old leaf,0.34329
P.ambigua,10/1/15,AMB SP1w br3 #3,old leaf,0.36178
P.ambigua,10/1/15,AMB SP1w br3 #6,old leaf,0.20246
P.ambigua,10/2/15,AMB SOR 539n br1 #1,new leaf,1.8054
P.ambigua,10/2/15,AMB SOR 539n br1 #3,new leaf,0.89132
P.ambigua,10/2/15,AMB SOR 539n br1 #7,mature leaf,0.45571
P.ambigua,10/2/15,AMB SOR 539n br2 #2,old leaf,0.37369
P.ambigua,10/2/15,AMB SOR 539n br2 #4,old leaf,0.39533
P.ambigua,10/2/15,AMB SOR 539n br2 #8,old leaf,0.24538
P.ambigua,10/2/15,AMB SOR 539n br3 #2,new leaf,0.88271
P.ambigua,10/2/15,AMB SOR 539n br3 #4,new leaf,0.92054
P.ambigua,10/2/15,AMB SOR 539n br3 #7,mature leaf,0.40854
P.ambigua,10/2/15,AMB SOR 539s br1 #11,old leaf,0.06716
P.ambigua,10/2/15,AMB SOR 539s br1 #3,old leaf,0.40809
P.ambigua,10/2/15,AMB SOR 539s br1 #1,old leaf,0.20336
P.ambigua,10/2/15,AMB SOR 539s br2 #2,old leaf,0.03733
P.ambigua,10/2/15,AMB SOR 539s br2 #4,old leaf,0.03785
P.ambigua,10/2/15,AMB SOR 539s br2 #13,old leaf,0.009
P.ambigua,10/2/15,AMB SOR 539s br3 #10,old leaf,0.007
P.ambigua,10/2/15,AMB SOR 539s br3 #4,old leaf,0.01395
P.ambigua,10/2/15,AMB SOR 539s br3 #2,old leaf,0.04858
P.ambigua,10/3/15,AMB SHO 400?e br1 treefall #1,new leaf,2.62933
P.ambigua,10/3/15,AMB SHO 400?e br1 treefall #3,new leaf,1.80141
P.ambigua,10/3/15,AMB SHO 400?e br1 treefall #7,mature leaf,1.18668
P.ambigua,10/3/15,AMB SHO 400?e br2 treefall #1,mature leaf,0.023
P.ambigua,10/3/15,AMB SHO 400?e br2 treefall #3,mature leaf,0.027
P.ambigua,10/3/15,AMB SHO 400?e br2 treefall #5,mature leaf,0.023
P.ambigua,10/3/15,AMB SHO 400?e br3 treefall #1,mature leaf,0.009
P.ambigua,10/3/15,AMB SHO 400?e br3 treefall #3,mature leaf,0.01
P.ambigua,10/3/15,AMB SHO 400?e br3 treefall #7,mature leaf,0.016
P.ambigua,10/3/15,AMB SHO 400?e br4 treefall #1,new leaf,0.83548
P.ambigua,10/3/15,AMB SHO 400?e br4 treefall #4,new leaf,0.34432
P.ambigua,10/3/15,AMB SHO 400?e br4 treefall #10,mature leaf,0.29566
P.ambigua,10/3/15,AMB SHO 400?e br4 treefall #1,new leaf,1.81146
P.ambigua,10/6/15,AMB STR 094s br#6 #1,new leaf,0.42851
P.ambigua,10/6/15,AMB STR 094s br#6 #3,new leaf,1.2371
P.ambigua,10/6/15,AMB STR 094s br#6 #4,new leaf,1.12971
P.ambigua,10/6/15,NIT? STR 084n br1 #2,new leaf,0.98034
P.ambigua,10/6/15,NIT? STR 084n br1 #3,new leaf,3.74293
P.ambigua,10/6/15,NIT? STR 084n br1 #11,mature leaf,2.24162
P.ambigua,10/8/15,AMB STR 1701?,mature leaf,0.06035
